transaction_id,account_id,transaction_date,transaction_time,transaction_type,amount,currency,channel,status,description,beneficiary_acc,reference_number
TXN0000000385,ACC00000841,2024-04-13,12:21:53,CREDIT,296778.16,INR,RTGS,SUCCESS,Mutual Fund SIP,,XXD5NPG758SHTAFT
TXN0000000386,ACC00000109,2023-06-06,23:05:09,CREDIT,314951.22,INR,IMPS,SUCCESS,Interest Credit,,GF6DWW90KJ99O8FN
TXN0000000387,ACC00000388,2024-12-29,11:51:50,DEBIT,184823.75,INR,UPI,SUCCESS,ATM Withdrawal,818504934193,0XF90IV2ZP8ZI1KR
TXN0000000388,ACC00000642,2025-12-24,17:56:36,DEBIT,161055.41,INR,RTGS,SUCCESS,Salary Credit,409880738464,L4EL2OMZDEZXKJSG
TXN0000000389,ACC00000421,2024-10-24,06:25:49,CREDIT,89814.29,INR,NEFT,SUCCESS,Mutual Fund SIP,,MORH1SZWXQ5GAG0S
TXN0000000390,ACC00000614,2024-08-18,13:23:36,DEBIT,22941.29,INR,IMPS,SUCCESS,Loan Disbursement,203608905166,P3VQBST7PPERFSV1
TXN0000000391,ACC00000341,2023-06-09,23:03:51,CREDIT,111703.55,INR,BRANCH,SUCCESS,Fund Transfer,,9F01UNPL7WZCP29R
TXN0000000392,ACC00000531,2023-11-14,11:42:52,CREDIT,402019.02,INR,UPI,SUCCESS,ATM Withdrawal,,EGHAI3TQHMFEXKZ4
TXN0000000393,ACC00000320,2024-07-24,00:26:18,DEBIT,29253.87,INR,MOBILE_BANKING,SUCCESS,Insurance Premium,809772297219,SSOCW42ZODHFP2X4
TXN0000000394,ACC00000576,2023-08-23,06:36:06,DEBIT,157688.86,INR,NEFT,SUCCESS,Rent Payment,355877054133,3EOAY3BXYMCSBXQN
TXN0000000395,ACC00000620,2025-05-29,05:24:30,DEBIT,111731.34,INR,ATM,SUCCESS,Insurance Premium,654581960691,OFWZ65JE68XJ8EAT
TXN0000000396,ACC00000224,2025-11-27,14:16:27,CREDIT,166593.5,INR,NEFT,SUCCESS,Fund Transfer,,F1CG6QCSYSL19G9U
TXN0000000397,ACC00000779,2024-03-10,14:50:24,CREDIT,342484.78,INR,IMPS,SUCCESS,Interest Credit,,4N6C21IORCQ5326D
TXN0000000398,ACC00000841,2023-01-27,22:38:01,CREDIT,394643.24,INR,RTGS,SUCCESS,UPI Transfer,,VY61XEQ1OOA0PUHS
TXN0000000399,ACC00000253,2026-01-06,03:18:23,DEBIT,87511.66,INR,IMPS,PENDING,Interest Credit,746472096940,DHFS5FUJ7CGP8JE1
TXN0000000400,ACC00000747,2023-03-17,16:54:32,DEBIT,3384.1,INR,UPI,SUCCESS,Loan Disbursement,162368178951,ZRPX1SQO4TGC0BBV
TXN0000000401,ACC00000551,2023-10-11,05:55:13,DEBIT,51949.58,INR,IMPS,SUCCESS,FD Maturity Credit,223735547111,MIDQJE17PHT4SGYI
TXN0000000402,ACC00000071,2025-01-16,21:10:43,CREDIT,133518.69,INR,UPI,SUCCESS,Interest Credit,,H1ZJ8IY9DZM4W8KD
TXN0000000403,ACC00000672,2023-01-27,05:30:10,CREDIT,344143.39,INR,IMPS,SUCCESS,NEFT Transfer,,D4A42D4XNV0WFODP
TXN0000000404,ACC00000049,2025-11-10,09:02:37,CREDIT,182381.19,INR,BRANCH,SUCCESS,Insurance Premium,,6SX95CW7VGNHM1QR
TXN0000000405,ACC00000610,2024-12-04,17:46:18,CREDIT,159498.02,INR,ATM,SUCCESS,Insurance Premium,,IO22I88H84071MDY
TXN0000000406,ACC00000152,2024-12-12,09:56:57,DEBIT,1045.92,INR,UPI,FAILED,Insurance Premium,292742021623,CULONYJSFNPLL9XM
TXN0000000407,ACC00000559,2023-12-20,17:52:52,CREDIT,84938.67,INR,UPI,SUCCESS,Cash Deposit,,3AKM0Z2V0RG7KHYG
TXN0000000408,ACC00000392,2023-01-02,06:37:40,CREDIT,99576.9,INR,NET_BANKING,SUCCESS,FD Maturity Credit,,VK7AZXQP12JXSMHG
TXN0000000409,ACC00000160,2023-02-03,01:47:51,DEBIT,109734.35,INR,MOBILE_BANKING,SUCCESS,EMI Debit,287188454051,DN9B82K01G3RM8P8
TXN0000000410,ACC00000745,2025-07-06,22:21:32,DEBIT,93183.49,INR,MOBILE_BANKING,SUCCESS,Online Shopping,602963193307,FG5IR9MUB1Y0RJS5
TXN0000000411,ACC00000156,2024-07-21,01:51:14,CREDIT,184234.66,INR,NEFT,SUCCESS,Mutual Fund SIP,,Z11OJ5CEQN2CEH6U
TXN0000000412,ACC00000114,2025-11-05,07:18:11,DEBIT,143317.62,INR,ATM,SUCCESS,NEFT Transfer,924640441251,RIWTAVD6SFSZOXZR
TXN0000000413,ACC00000079,2025-12-26,22:50:16,CREDIT,205537.67,INR,MOBILE_BANKING,FAILED,ATM Withdrawal,,QHLOANL06CZKBVM7
TXN0000000414,ACC00000250,2024-06-24,13:26:17,CREDIT,24769.27,INR,RTGS,SUCCESS,Bill Payment,,5IZXL1IH25S4HG0D
TXN0000000415,ACC00000469,2023-11-01,06:32:28,DEBIT,183572.87,INR,MOBILE_BANKING,SUCCESS,FD Maturity Credit,543119176309,ETTRRX490PZCE9PJ
TXN0000000416,ACC00000691,2025-01-10,15:00:19,DEBIT,54230.76,INR,MOBILE_BANKING,SUCCESS,Online Shopping,148707164683,BGY5XSYAHNB664VO
TXN0000000417,ACC00000176,2025-01-11,21:52:37,CREDIT,242146.75,INR,BRANCH,SUCCESS,Cash Deposit,,S2BX0N6OSXVIT054
TXN0000000418,ACC00000706,2025-05-26,06:42:22,DEBIT,118534.59,INR,UPI,SUCCESS,Loan Disbursement,957882470085,GCXZNPGM7W7CYZ01
TXN0000000419,ACC00000280,2023-09-24,18:55:38,CREDIT,224440.55,INR,NET_BANKING,SUCCESS,UPI Transfer,,6E5POAJ1FXAB40CR
TXN0000000420,ACC00000228,2023-04-10,01:38:00,DEBIT,193932.54,INR,ATM,REVERSED,Mutual Fund SIP,411626330013,1S03Z0E7HT1HACYZ
TXN0000000421,ACC00000271,2024-12-01,03:36:23,DEBIT,71579.56,INR,IMPS,SUCCESS,Fund Transfer,104060900997,S6N1O4DR1D8H1UWD
TXN0000000422,ACC00000711,2025-02-12,08:50:30,DEBIT,161417.65,INR,BRANCH,SUCCESS,NEFT Transfer,745593447046,2SUBXU41103ZN8KJ
TXN0000000423,ACC00000779,2023-04-08,02:43:18,CREDIT,258744.39,INR,UPI,SUCCESS,FD Maturity Credit,,B16JKV7RB30AIVEJ
TXN0000000424,ACC00000152,2023-02-07,10:10:34,CREDIT,457375.45,INR,MOBILE_BANKING,SUCCESS,NEFT Transfer,,OU9Y9T93ZIIUWF0R
TXN0000000425,ACC00000035,2023-05-04,22:41:47,CREDIT,155940.15,INR,NET_BANKING,SUCCESS,Mutual Fund SIP,,O5SU2S4LAMIE20BK
TXN0000000426,ACC00000133,2023-05-10,09:14:23,DEBIT,61237.9,INR,BRANCH,SUCCESS,EMI Debit,969590431421,ULMGUDVOM1KOC3YR
TXN0000000427,ACC00000825,2025-08-25,08:24:22,CREDIT,339751.68,INR,NEFT,FAILED,Loan Disbursement,,8KIUBU1JFHCCNN1S
TXN0000000428,ACC00000289,2026-02-13,10:54:07,CREDIT,125970.46,INR,ATM,FAILED,Bill Payment,,J1DV9XZ3IEBBJ716
TXN0000000429,ACC00000685,2024-12-09,10:44:10,CREDIT,148425.27,INR,UPI,SUCCESS,ATM Withdrawal,,YWFVJDMKZFJ6BIGL
TXN0000000430,ACC00000758,2026-03-15,13:58:32,DEBIT,28673.14,INR,UPI,SUCCESS,Interest Credit,347394845416,PBSJDQWKXX9UOYZC
TXN0000000431,ACC00000521,2025-09-13,17:54:06,CREDIT,220820.54,INR,NET_BANKING,SUCCESS,Mutual Fund SIP,,47YMLBQFLAZI7OYW
TXN0000000432,ACC00000182,2025-09-09,04:20:41,DEBIT,187513.37,INR,IMPS,SUCCESS,Bill Payment,659085743120,H4TDUEBNNEMZ3XLM
TXN0000000433,ACC00000207,2023-12-24,13:21:47,CREDIT,482683.98,INR,NET_BANKING,SUCCESS,Loan Disbursement,,DGU3CMGVGJZD92GF
TXN0000000434,ACC00000495,2024-09-25,06:32:08,DEBIT,3877.4,INR,NET_BANKING,SUCCESS,Fund Transfer,714900180645,L4DMJ80OKI73JLYH
TXN0000000435,ACC00000459,2024-11-06,16:31:54,CREDIT,357883.97,INR,NET_BANKING,SUCCESS,Loan Disbursement,,XCIFM8EBXPXWMJGI
TXN0000000436,ACC00000713,2025-03-12,18:02:02,DEBIT,92149.2,INR,MOBILE_BANKING,SUCCESS,EMI Debit,088599173743,INC79NU48FBQ6E0E
TXN0000000437,ACC00000113,2025-06-02,03:58:25,CREDIT,386643.78,INR,NEFT,SUCCESS,Cash Deposit,,7K8SAIVKOG13GFAR
TXN0000000438,ACC00000777,2024-11-29,13:33:08,DEBIT,170851.01,INR,IMPS,SUCCESS,Bill Payment,557314563119,LGEC8XMXF4OVSVOT
TXN0000000439,ACC00000331,2023-09-30,08:31:11,CREDIT,168415.65,INR,RTGS,PENDING,ATM Withdrawal,,ZCCXUX5IK7IM0STQ
TXN0000000440,ACC00000815,2025-03-09,14:09:57,DEBIT,80991.67,INR,UPI,SUCCESS,Salary Credit,827653294758,T84PGQH4YLQLI98K
TXN0000000441,ACC00000419,2023-01-19,13:09:07,CREDIT,256858.28,INR,MOBILE_BANKING,REVERSED,EMI Debit,,0S907X1WRDQM2DUE
TXN0000000442,ACC00000427,2024-04-17,08:36:32,CREDIT,17925.59,INR,RTGS,SUCCESS,UPI Transfer,,JFFWLDBDT1ALWV95
TXN0000000443,ACC00000419,2024-08-21,07:13:33,CREDIT,274860.44,INR,NEFT,SUCCESS,Mutual Fund SIP,,3D7JFMZVG220KIBA
TXN0000000444,ACC00000388,2025-12-16,15:47:45,CREDIT,75760.69,INR,MOBILE_BANKING,SUCCESS,NEFT Transfer,,3D0HOOB1FWOIO9BB
TXN0000000445,ACC00000269,2024-11-27,06:32:38,CREDIT,434535.24,INR,UPI,SUCCESS,Fund Transfer,,C1GLN509FFYUFLRE
TXN0000000446,ACC00000276,2024-08-14,15:12:31,DEBIT,44469.44,INR,UPI,SUCCESS,Rent Payment,445381004747,7G0DMJZ2BX56KPUA
TXN0000000447,ACC00000741,2023-11-26,07:35:23,DEBIT,52264.02,INR,RTGS,PENDING,Online Shopping,824860882926,84GA0D0S9G91B8XS
TXN0000000448,ACC00000116,2025-03-28,22:42:11,DEBIT,41886.99,INR,BRANCH,SUCCESS,UPI Transfer,495032967706,X9TIQQ0VDI7NXBC0
TXN0000000449,ACC00000103,2024-06-18,03:37:49,CREDIT,279037.05,INR,NET_BANKING,SUCCESS,FD Maturity Credit,,ELT0DNO2TYV7C51X
TXN0000000450,ACC00000039,2025-02-06,01:36:53,DEBIT,131836.38,INR,NEFT,SUCCESS,Salary Credit,133796085221,6ISO7UCTZE9BOW0F
TXN0000000451,ACC00000613,2023-11-29,15:22:49,CREDIT,62555.18,INR,RTGS,SUCCESS,Cash Deposit,,J94RRKFQ44CUMG3I
TXN0000000452,ACC00000522,2025-06-16,00:24:24,DEBIT,190720.32,INR,BRANCH,REVERSED,Rent Payment,789688432462,YF8NDCDBI0T7PHXD
TXN0000000453,ACC00000462,2024-12-24,21:40:51,CREDIT,351351.07,INR,UPI,SUCCESS,NEFT Transfer,,HVPPCT5VLKK8G1ON
TXN0000000454,ACC00000233,2023-02-10,21:02:26,DEBIT,86103.01,INR,RTGS,SUCCESS,Fund Transfer,057105848180,ZGEKSPWLHWM3VED6
TXN0000000455,ACC00000659,2025-06-04,18:22:23,CREDIT,89119.45,INR,MOBILE_BANKING,SUCCESS,Loan Disbursement,,RXGZQ8U4RZSQ7B4D
TXN0000000456,ACC00000425,2025-10-15,10:36:45,DEBIT,20352.54,INR,ATM,SUCCESS,Rent Payment,522057528266,NPHLPTSEYFSBQ6DI
TXN0000000457,ACC00000425,2023-12-19,17:48:18,DEBIT,120801.84,INR,NEFT,SUCCESS,Mutual Fund SIP,995468329787,K8RKDHGNRFRPS213
TXN0000000458,ACC00000296,2023-06-08,20:04:32,CREDIT,187448.01,INR,UPI,PENDING,Cash Deposit,,SC4MUJ0BZDINYE1G
TXN0000000459,ACC00000212,2024-05-27,04:39:16,CREDIT,446526.52,INR,NEFT,SUCCESS,NEFT Transfer,,T43F24ZO3OTACE12
TXN0000000460,ACC00000672,2023-08-24,16:19:53,DEBIT,196007.63,INR,NET_BANKING,SUCCESS,EMI Debit,101109883806,89DSW6MX917NJQIO
TXN0000000461,ACC00000641,2024-05-20,11:18:50,DEBIT,6144.79,INR,RTGS,SUCCESS,Insurance Premium,982981816341,381Q3XN2UVK9IG4U
TXN0000000462,ACC00000713,2026-02-27,11:46:34,DEBIT,44235.83,INR,IMPS,FAILED,Insurance Premium,986022327650,XZEFC5Z04HG24NBL
TXN0000000463,ACC00000408,2026-03-18,03:28:16,DEBIT,197572.0,INR,RTGS,SUCCESS,Salary Credit,728046013087,9INWGMZC6QW17XLH
TXN0000000464,ACC00000113,2025-02-24,15:13:22,CREDIT,489425.67,INR,NET_BANKING,SUCCESS,ATM Withdrawal,,KR52EQLCT1LNI4BN
TXN0000000465,ACC00000632,2023-09-13,05:02:06,CREDIT,465851.93,INR,RTGS,SUCCESS,EMI Debit,,X1DXUIOP0I32RYR0
TXN0000000466,ACC00000069,2023-06-30,15:45:02,CREDIT,113743.31,INR,NET_BANKING,SUCCESS,Salary Credit,,FEBP9Z7Y5U5GZDND
TXN0000000467,ACC00000331,2023-08-21,05:48:53,CREDIT,449419.78,INR,BRANCH,SUCCESS,Loan Disbursement,,IW1FN5QO27P7G2VT
TXN0000000468,ACC00000225,2024-05-28,22:06:33,CREDIT,431782.47,INR,NET_BANKING,SUCCESS,EMI Debit,,RCGTY6HZ5WGQ3HAU
TXN0000000469,ACC00000748,2026-02-05,10:13:10,CREDIT,206952.63,INR,RTGS,SUCCESS,Loan Disbursement,,6G1OJ9LA4TPFH62H
TXN0000000470,ACC00000724,2025-08-10,06:37:15,DEBIT,177517.72,INR,BRANCH,SUCCESS,Loan Disbursement,237507203882,AH5WXYMVB8B0R9XI
TXN0000000471,ACC00000327,2023-07-23,11:51:10,CREDIT,179813.84,INR,BRANCH,REVERSED,Rent Payment,,G9OLUACB1E6EI8UE
TXN0000000472,ACC00000220,2025-05-22,02:17:45,CREDIT,414998.21,INR,NET_BANKING,SUCCESS,Interest Credit,,27OTF9QUBTUJBPLJ
TXN0000000473,ACC00000298,2025-06-08,20:32:54,DEBIT,18101.18,INR,RTGS,SUCCESS,Rent Payment,200557569122,BFGWLJYEW1FB5416
TXN0000000474,ACC00000139,2023-09-13,06:41:42,CREDIT,211904.12,INR,IMPS,FAILED,EMI Debit,,PJFMKJTV8KBFR6U8
TXN0000000475,ACC00000330,2024-04-15,16:34:07,DEBIT,181118.06,INR,BRANCH,SUCCESS,Fund Transfer,768429821489,TLUYF8NL1EULXQ51
TXN0000000476,ACC00000329,2024-08-01,04:13:25,CREDIT,7471.01,INR,MOBILE_BANKING,SUCCESS,Cash Deposit,,CZ06C5UBAYXZTXWR
TXN0000000477,ACC00000225,2025-09-07,19:47:11,CREDIT,210152.1,INR,MOBILE_BANKING,SUCCESS,Cash Deposit,,HEKM2QP89MQMH923
TXN0000000478,ACC00000038,2025-08-21,21:20:48,CREDIT,439090.09,INR,NET_BANKING,SUCCESS,Loan Disbursement,,MVQSPRQ5BPZNQ7RZ
TXN0000000479,ACC00000383,2025-06-27,10:06:06,DEBIT,150899.32,INR,MOBILE_BANKING,SUCCESS,ATM Withdrawal,559805606043,MX04HGM6NDGTBFL8
TXN0000000480,ACC00000342,2025-04-08,07:45:15,DEBIT,101529.43,INR,ATM,SUCCESS,ATM Withdrawal,410582621000,XMU7UV2RSH0W7HAK
TXN0000000481,ACC00000118,2025-07-23,07:40:17,DEBIT,90434.77,INR,IMPS,SUCCESS,Salary Credit,237580431615,QT8JCV6WI5OB7GRB
TXN0000000482,ACC00000704,2025-01-02,00:04:04,DEBIT,13471.63,INR,NET_BANKING,PENDING,NEFT Transfer,367462104633,275CHEDRGD5ACZES
TXN0000000483,ACC00000331,2025-05-06,14:51:58,DEBIT,141618.52,INR,UPI,SUCCESS,Cash Deposit,986563583307,TIKNBPVXQG1SG9T2
TXN0000000484,ACC00000344,2023-10-13,11:45:48,CREDIT,101667.76,INR,MOBILE_BANKING,SUCCESS,Loan Disbursement,,NWIIYYRWNV6BKAAC
TXN0000000485,ACC00000259,2024-10-09,20:09:48,DEBIT,71803.08,INR,NET_BANKING,SUCCESS,Cash Deposit,432503029699,AKIMAH1FSJO46RG1
TXN0000000486,ACC00000328,2024-06-25,06:30:36,CREDIT,486460.98,INR,MOBILE_BANKING,SUCCESS,Salary Credit,,IM44IOY8MPK0B7RD
TXN0000000487,ACC00000560,2024-07-13,07:12:13,DEBIT,92547.73,INR,NET_BANKING,SUCCESS,NEFT Transfer,197453476882,IFRUN8GNU0V25DQG
TXN0000000488,ACC00000580,2026-03-08,19:47:57,DEBIT,71437.3,INR,UPI,SUCCESS,Bill Payment,866902008540,5PYS7VK0GQPZF2E9
TXN0000000489,ACC00000457,2023-06-25,17:20:28,CREDIT,146414.89,INR,RTGS,SUCCESS,Bill Payment,,YLV2BH9Q58WLFSYN
TXN0000000490,ACC00000210,2023-04-24,19:39:37,DEBIT,74545.01,INR,RTGS,SUCCESS,Online Shopping,773875091330,1D7QVR7K6EKV67UP
TXN0000000491,ACC00000115,2026-02-17,19:48:50,DEBIT,144195.31,INR,MOBILE_BANKING,SUCCESS,Fund Transfer,517728704603,C53V8QBPQBK6CI0G
TXN0000000492,ACC00000183,2024-04-14,18:34:25,DEBIT,131255.79,INR,IMPS,FAILED,EMI Debit,359414602719,JWJBLBZZ0AOQ2LSQ
TXN0000000493,ACC00000767,2025-05-04,19:22:04,CREDIT,302807.07,INR,MOBILE_BANKING,PENDING,Insurance Premium,,AQDYXF3S4Z1F12YB
TXN0000000494,ACC00000806,2025-04-16,03:20:17,CREDIT,353258.64,INR,NEFT,SUCCESS,Insurance Premium,,WG26CL0IL5CTBHEA
TXN0000000495,ACC00000263,2024-11-26,06:57:40,DEBIT,116723.27,INR,NEFT,SUCCESS,EMI Debit,483305859554,115W35NEDDYJ26NR
TXN0000000496,ACC00000700,2023-08-22,03:15:31,CREDIT,25230.81,INR,RTGS,SUCCESS,Fund Transfer,,Q93PRIVCFJTG9HH4
TXN0000000497,ACC00000249,2023-04-22,14:16:45,CREDIT,298290.48,INR,NEFT,SUCCESS,Fund Transfer,,LXV81RNDZVTQEJ6R
TXN0000000498,ACC00000341,2024-10-25,01:27:13,CREDIT,362646.44,INR,BRANCH,SUCCESS,ATM Withdrawal,,OL92CZZWLQT0ZNU8
TXN0000000499,ACC00000144,2025-06-14,07:12:07,DEBIT,145565.51,INR,IMPS,SUCCESS,Fund Transfer,867341203444,HL974DIOIT8TN5LI
TXN0000000500,ACC00000003,2024-03-10,17:32:01,CREDIT,35596.82,INR,NET_BANKING,SUCCESS,Insurance Premium,,KYST05SU54TP11PH
TXN0000000501,ACC00000615,2025-08-04,22:28:10,DEBIT,133515.22,INR,RTGS,SUCCESS,Cash Deposit,771294090156,CSPNTDWC1PA9ZOWK
TXN0000000502,ACC00000685,2025-12-03,06:44:26,DEBIT,8033.58,INR,MOBILE_BANKING,SUCCESS,Rent Payment,161296198560,2TZSTZBI5PNWJK9U
TXN0000000503,ACC00000342,2025-09-21,07:35:25,DEBIT,132825.94,INR,RTGS,REVERSED,NEFT Transfer,023457865132,622SPF8CA49OZVI9
TXN0000000504,ACC00000622,2023-03-14,09:21:23,DEBIT,38316.53,INR,IMPS,SUCCESS,Fund Transfer,170250336891,YVP54POA9NIJOOU2
TXN0000000505,ACC00000539,2023-04-26,08:05:42,CREDIT,273932.14,INR,IMPS,PENDING,Fund Transfer,,4M31RIQ2UHWU2WP1
TXN0000000506,ACC00000030,2025-04-20,16:55:21,CREDIT,315707.98,INR,NEFT,SUCCESS,Bill Payment,,8CCP447MS32AMH7R
TXN0000000507,ACC00000047,2026-03-20,17:10:29,DEBIT,95115.12,INR,IMPS,SUCCESS,Cash Deposit,399075446735,HNH3VAQN7OLP8V8G
TXN0000000508,ACC00000617,2024-04-03,18:06:27,CREDIT,297080.15,INR,UPI,SUCCESS,Rent Payment,,6058A23O3S3VSQBC
TXN0000000509,ACC00000304,2026-01-27,10:05:20,CREDIT,335665.69,INR,UPI,SUCCESS,Online Shopping,,XFJBKSXRTNRFAR8B
TXN0000000510,ACC00000453,2025-06-25,17:03:07,DEBIT,75199.84,INR,BRANCH,REVERSED,Interest Credit,409536259775,0MU7KSL7H4K11DQL
TXN0000000511,ACC00000707,2024-07-04,03:46:05,DEBIT,18510.18,INR,RTGS,SUCCESS,Insurance Premium,174226589801,6XKYUGFXNRVBKN94
TXN0000000512,ACC00000143,2024-10-28,11:13:48,DEBIT,193967.77,INR,RTGS,SUCCESS,Fund Transfer,020237785992,9VIVO1MU424GVC4U
TXN0000000513,ACC00000212,2026-03-31,16:30:07,DEBIT,107732.3,INR,RTGS,SUCCESS,UPI Transfer,514541320416,YHUBNZHXQ7NREEL3
TXN0000000514,ACC00000492,2024-07-29,02:42:55,CREDIT,174282.99,INR,RTGS,SUCCESS,Rent Payment,,G2WLKHH7IFUG767P
TXN0000000515,ACC00000260,2024-12-06,04:16:50,DEBIT,99615.1,INR,NEFT,SUCCESS,Fund Transfer,158328093045,WSIZ19WZHXKAJ7Z3
TXN0000000516,ACC00000722,2023-10-16,23:17:14,DEBIT,166776.99,INR,ATM,SUCCESS,Fund Transfer,485297964181,35KBVB3107GL0RMY
TXN0000000517,ACC00000263,2026-03-27,15:00:39,CREDIT,271165.48,INR,NEFT,PENDING,EMI Debit,,15S7ZO6PKMBELSWD
TXN0000000518,ACC00000179,2023-05-28,16:16:37,DEBIT,20474.55,INR,NET_BANKING,SUCCESS,Insurance Premium,080642855989,N5MKZOUEFMBWWR36
TXN0000000519,ACC00000677,2024-05-24,21:53:19,DEBIT,112701.63,INR,BRANCH,SUCCESS,ATM Withdrawal,994792994339,GVPGMYT0UBGSHGVD
TXN0000000520,ACC00000661,2025-12-23,02:59:12,CREDIT,232558.02,INR,UPI,SUCCESS,Cash Deposit,,FZAE0RSMCWNYI2CB
TXN0000000521,ACC00000767,2024-06-12,09:34:47,CREDIT,413486.69,INR,NET_BANKING,SUCCESS,Rent Payment,,8YM9V67K8HDCDD4Q
TXN0000000522,ACC00000290,2023-03-01,17:44:06,CREDIT,185565.59,INR,NET_BANKING,FAILED,ATM Withdrawal,,J5DVXV3V715YGZWJ
TXN0000000523,ACC00000832,2025-11-05,15:36:50,CREDIT,89182.83,INR,RTGS,FAILED,Bill Payment,,3CNIJIURBEXSRF3I
TXN0000000524,ACC00000342,2023-11-28,06:21:54,CREDIT,156244.32,INR,IMPS,REVERSED,ATM Withdrawal,,W8WVU5UWJQ2V1E8N
TXN0000000525,ACC00000134,2026-02-02,13:38:36,DEBIT,140485.02,INR,UPI,SUCCESS,Online Shopping,132171964574,47BTPP2SPK3K5HFM
TXN0000000526,ACC00000617,2024-05-23,22:12:12,CREDIT,478599.54,INR,IMPS,SUCCESS,Interest Credit,,9YBOS85Z2KLGN2KB
TXN0000000527,ACC00000809,2023-07-06,13:44:51,DEBIT,198834.54,INR,IMPS,SUCCESS,NEFT Transfer,121388276619,ZXW9BMR6MFET2IRH
TXN0000000528,ACC00000342,2023-06-28,16:59:12,CREDIT,418509.65,INR,BRANCH,SUCCESS,NEFT Transfer,,1G4USQ48PAAUV3WL
TXN0000000529,ACC00000675,2023-08-15,10:34:18,DEBIT,77571.15,INR,NET_BANKING,SUCCESS,NEFT Transfer,670458710712,LJ5VTCYPGQ6MOL23
TXN0000000530,ACC00000189,2024-01-25,01:05:14,CREDIT,246534.24,INR,MOBILE_BANKING,SUCCESS,NEFT Transfer,,TEQM3Q03Q5HDQG23
TXN0000000531,ACC00000301,2025-05-17,06:57:06,DEBIT,109742.21,INR,RTGS,SUCCESS,ATM Withdrawal,842677066600,R59G5ZDQTJHTNWKA
TXN0000000532,ACC00000558,2023-01-24,08:06:34,DEBIT,74881.13,INR,BRANCH,SUCCESS,UPI Transfer,776213305422,828STPSTMQAII7OK
TXN0000000533,ACC00000001,2025-12-31,18:43:35,CREDIT,442401.81,INR,RTGS,SUCCESS,NEFT Transfer,,4SCIZ1U3XNE793LS
TXN0000000534,ACC00000679,2025-11-05,21:13:03,DEBIT,45174.92,INR,NEFT,SUCCESS,Online Shopping,093696144120,UI4K0KP0EWUZ79B5
TXN0000000535,ACC00000250,2025-08-29,23:35:12,CREDIT,418642.76,INR,NEFT,SUCCESS,Cash Deposit,,A1L6OZXQRZSPLMO4
TXN0000000536,ACC00000572,2023-08-25,05:24:38,DEBIT,194726.48,INR,NET_BANKING,SUCCESS,Online Shopping,062456571162,0PY4L6N3GL1JD6O0
TXN0000000537,ACC00000636,2026-01-03,00:11:43,DEBIT,194445.55,INR,UPI,SUCCESS,Fund Transfer,375352118264,FYJIRTMF32M7GX4F
TXN0000000538,ACC00000023,2023-03-04,15:51:04,DEBIT,51093.82,INR,ATM,SUCCESS,Bill Payment,882086163068,PUZFRPUXSHLQTABV
TXN0000000539,ACC00000543,2023-03-28,06:49:04,DEBIT,188951.97,INR,NET_BANKING,SUCCESS,UPI Transfer,308614258229,H0Y5JF7713G7J0RN
TXN0000000540,ACC00000455,2025-10-08,00:15:38,CREDIT,133086.7,INR,UPI,SUCCESS,Cash Deposit,,78NGDCPQG6PJNRB9
TXN0000000541,ACC00000710,2024-11-11,10:52:32,CREDIT,173335.87,INR,BRANCH,SUCCESS,ATM Withdrawal,,T6A5ZYKIBPRB5GPG
TXN0000000542,ACC00000372,2026-04-15,09:39:58,DEBIT,146602.16,INR,BRANCH,SUCCESS,Mutual Fund SIP,213192292972,KER1M9IQPGNMGN1Z
TXN0000000543,ACC00000512,2024-08-18,06:51:27,CREDIT,68475.58,INR,NEFT,SUCCESS,Cash Deposit,,7C36BYB8P6SI7SXC
TXN0000000544,ACC00000710,2026-02-10,22:02:36,CREDIT,465730.04,INR,UPI,SUCCESS,Cash Deposit,,57TQWZM63KSVXCA6
TXN0000000545,ACC00000534,2025-08-15,18:11:29,DEBIT,38433.0,INR,MOBILE_BANKING,SUCCESS,Salary Credit,788098290343,BEFRB95I3XS0GEL6
TXN0000000546,ACC00000020,2023-02-04,04:15:18,DEBIT,58761.81,INR,ATM,SUCCESS,ATM Withdrawal,962270186541,EFVG84DDR9OTWY98
TXN0000000547,ACC00000132,2024-10-05,22:10:08,DEBIT,42436.54,INR,IMPS,PENDING,Salary Credit,532707692081,QP5GBA1IUPEVW6CH
TXN0000000548,ACC00000781,2024-12-18,04:21:34,CREDIT,89728.01,INR,ATM,SUCCESS,Loan Disbursement,,OOR348WOOYL0ZYI2
TXN0000000549,ACC00000183,2024-01-07,04:05:11,DEBIT,112366.82,INR,NET_BANKING,SUCCESS,Cash Deposit,736445389843,VO17XKMIIC5TBNCH
TXN0000000550,ACC00000437,2025-06-09,08:53:51,CREDIT,489136.4,INR,BRANCH,SUCCESS,Loan Disbursement,,U8VPJ3SAGEMVPUCA
TXN0000000551,ACC00000340,2024-09-01,11:35:36,CREDIT,86336.06,INR,BRANCH,SUCCESS,Mutual Fund SIP,,2FOGKGHDPKPVQHE8
TXN0000000552,ACC00000380,2024-02-28,23:07:42,CREDIT,461294.73,INR,UPI,REVERSED,Fund Transfer,,FLJMMCI2MKGMQPWO
TXN0000000553,ACC00000462,2025-04-12,05:11:24,CREDIT,206149.51,INR,NEFT,SUCCESS,UPI Transfer,,NQG5VW1X3IY3P3QZ
